id,text,is,category2
760,Las mujeres son los seres humanos más maravillosos de la creación   no son excusa para atacar a opositores políticos. Ellas tampoco deben faltar las leyes y tampoco ser violentas,1,0
761,"ElSalvador | Una mujer sorprendió a su pareja con otra dentro del carro   el hombre emprendió la marcha por las calles de San Miguel con ella subida en el hood. 
Mujeres   valórense un poco más   hay millones de personas en el mundo   ¿porqué morir por una?",1,0
762,Sobre el aborto: ¿Y usted es cristiana? ¿cree en Dios?,1,0
763,Pobre solterona no encuentra un valiente se ha quedado a protestar da lástima,1,0
764,Hey maitra se equivoco no queremos ficheras en la asamblea estamos por despedir a las quw se an colado   vaya preguntar si hay alguna esquina disponible en el salvador del mundo,1,0
765,Que verguiada te van a pegar vieja sínica,1,0
766,La mal querida,1,0
767,El problema de las mujeres   es que mucho critican a las mujeres.,1,0
768,Yo creo que las mujeres son más calientes que los hombres o no?,1,0
769,perdón mujeres   pero los hombres estamos heridos,1,0
770,Parece que no importan las verdaderas causas de la violencia y si criminalizar por sexo a la mitad de la población por la misma.,1,0
771,Lamentable...  y la persecución ideológica vs los que dan la batalla cultural a favor de la vida y la familia   apenas empieza,1,0
772,Es cosa de hombres,1,0
773,"Buscame   soy como Dios ""dejad que las niñas se acerquen a mi""",1,0
774,Tus tetas quizas siguen duritas   Pero eso tambien cambiará. Lo que tendrias qe ir viendo como vas a tratar es la falta de astusia para eso no hay maquillaje ni botox. Cria de 22 y con mañas de una momia.,1,0
775,Amargada   te falta buen sexo,1,0
776,La violencia que he recibido por autoridades del partido   ahuyenta a muchas mujeres a participar en política.,1,0
777,Entre mujeres hacer leña de árbol caído es feo y bajo.,1,0
778,hay mujeres que por envidia o inseguridad no aceptan la belleza de otras mujeres y eso no debe ser asi,1,0
779,Dios mío   qué mujer tan topada,1,0
780,Si esta no rebuzna es porqué Dios es grande   dan pena ajena cada vez que abren la boca,1,0
781,Hay no¡ Siempre he dicho que a ella le deberían prohibir el habla.,1,0
782,Coman Mierda pinches marimachas culeras,1,0
783,Existen mujeres   que lo que tienen de bonitas les sobra de vulgares y corrientes. Basta con oirlas hablar. Mejor fea pero educada.,1,0
784,¡La violencia contra mujeres y niñas en es una situación de emergencia nacional! ¡El Estado y la sociedad somos responsables y tenemos que responder ahora! #NiUnaMás,1,0
785,Porque las mujeres revisan el celular a verga?,1,0
786,Yo me pregunto- y si las famosas 17 hubiesen tenido la opción de dar en adopción al bebé en vez de quitarles la vida x sentirse atrapadas... estarían vivos esos bebés   Y ellas libres?,1,0
787,Si sabe cocinar ya se puede casar,1,0
788,Hijo   casece con una mujer que sepa lavar   cocinar y limpiar   no con una muñeca de sala,1,0
789,Mujer de pandillero   y su familia activa en clicas…,1,0
790,Por puta la mataron,1,0
791,Engañaba al marido   por eso la mató,1,0
792,Si un hombre toma a una mujer y se llega a ella   y después la aborrece   y la acusa de actos vergonzosos y la difama públicamente   diciendo: “Tomé a esta mujer   pero al llegarme a ella no la encontré virgen”.,1,0
793,Si un hombre encuentra a una joven virgen que no está comprometida   y se apodera de ella y se acuesta con ella   y son descubiertos   entonces el hombre que se acostó con ella dará cincuenta siclos de plata al padre de la joven   y ella será su mujer porque la ha violado;,1,0
794,Soberana peste es la mujer   dardo del demonio. ¡Por medio de la mujer el diablo ha triunfado de Adán y le hizo perder el Paraíso!,1,0
795,Los hombres tienen hombros anchos y caderas estrechas. Están dotados de inteligencia. Las mujeres tienen hombros estrechos y caderas anchas   para tener hijos y quedarse en casa.,1,0
796,Pero toda mujer que tiene la cabeza descubierta mientras ora o profetiza   deshonra su cabeza; porque se hace una con la que está rapada. Porque si la mujer no se cubre la cabeza   que también se corte el cabello; pero si es deshonroso para la mujer cortarse el cabello   o raparse   que se cubra.,1,0
797,No justifico la acción de este hombre pero insisto   si marchan(mujeres)   protestan   joden o como quieran llamarle   no obstruyan la libre circulación. Si tienen tiempo para eso   la mayoría no lo tenemos   necesitamos circular libremente.,1,0
798,Pues el hombre no debe cubrirse la cabeza   ya que él es la imagen y gloria de Dios; pero la mujer es la gloria del hombre. Porque el hombre no procede de la mujer   sino la mujer del hombre.,1,0
799,"¿Quièn le dirá a Dios: Soy limipo y no hay maldad en mí?
¡NO HAY DEFENSA VÁLIDA delante del Dios Santo!!...Sólo podemos declararnos CULPABLES y esperar en Su misericordia.

""¿Cómo pués se justificará el hombre para con Dios?
¿Y cómo será limpio el que nace de mujer?""
Job 25:4",1,0
800,¿Qué pasa   tienes la regla?,1,0
801,Definitivamente estoy en contra del aborto- pero debemos darles opciones a estas muchachitas para que crien o den en adopción a su bb- y no tener de opción abortar- o matar al bb nacido. Ambos asesinatos. Las leyes deben mejorar en este sentido.,1,0
802,Vieja puta   ni sumar puede en la calculadora y aún así me quiere hablar fuerte…,1,0
803,También hay mujeres que asesinan,1,0
804,Ni todos los hombres son violadores   ni todos los violadores son hombres,1,0
805,Yo soy feminista porque ayudo en casa,1,0
806,Las niñas maduran antes que los hombres,1,0
807,Es necesario que las leyes garanticen la vida del Salvadoreño desde su concepción! Hay que seguir luchando por ello!!!,1,0
808,Los videojuegos son de niños,1,0
809,Los hombres siempre piensan en sexo,1,0
810,Con lo guapa que es   es natural que la violaran,1,0
811,Miren como andaba vestida   ella lo provocó,1,0
812,¿Cómo no te van a contratar con ese cuerpo? Las mujeres lo tienen todo mas facil,1,0
813,Con el buen cuerpo que tienes   vas a conseguir todo lo que quieras,1,0
814,"""No te pongas esta falda""  ",1,0
815,¿fijate en lo que llevabas puesto? O Vas provocando,1,0
816,No soy machista   me he criado rodeado de mujeres,1,0
817,Si te la cogiste   es para ti solo,1,0
818,Pensé que era el día del hombre   no de la mujer ardida,1,0
819,Cabrona: Una mujer que ha madurado a putazos   hecha y derecha. Entre su dignidad y estar acompañada elige su dignidad. Se sabe cuidar sola   autosuficiente   independiente   valiente   acertiva.,1,0
820,Mientras no haya perdido la dulzura de su carácter   sino es una puta,1,0
821,Mujer prevenida  no le dicen mamá!,1,0
822,Una mujer que tiene un plan de vida y le inculcaron valores en su casa   se va enamorar por la calidad de persona que es no por lo material que puede tener.,1,0
823,La mujer se tiene que dar a respetar,1,0
824,Dice que no pero queria decir que si,1,0
825,Anda falda corta   provocativa y quieren que la respetan,1,0
826,Las mujeres solo deben manejar carros automaticos   es ley,1,0
827,Las mujeres no saben manejar,1,0
828,Hay mujeres que Dios mìo   apartalas de mi camino!,1,0
829,Pero les tengo paciencia   recuerden son mujeres!,1,0
830,Tu éxito laboral depende de tu escote,1,0
831,corres como niña   tiras como niña,1,0
832,La mecanica es de hombres   las mujeres en la cocina,1,0
833,Ella también tiene que respetarse   se viste así y luego se quejan cuando les pasa algo,1,0
834,Las mujeres también pegan y asesinan   la violencia no tiene género,1,0
835,Todas las mujeres nacieron para ser mamá,1,0
836,El “no” de una mujer significa: “ruégame un poco más,1,0
837,“Yo no soy machista porqué no golpeo a ninguna mujer”,1,0
838,Los piropos son machismos galantes,1,0
839,"Sería chivo ver de esas mujeres al volante y darles paso   etc. Porque con las q me he encontrado manejando   a saber q   pero ""no hacen"" maniobras inteligentes   q digamos...",1,0
840,A que mujer le gusta que le cocine su marido ?,1,0
841,La mujer sabia edifica su hogar   pero la necia con sus propias manos lo destruye,1,0
842,Esa mujer ni tostar una tortilla puede   se le quema hasta el agua para café   no es mujer,1,0
843,Se necesitan mas mujeres complacientes   calladas y que sepan su lugar,1,0
844,En estos dorados tiempos a la mujer se le conquista ofreciendole billete y ya,1,0
845,Por chismosa le montaron verga,1,0
